dataset_name,model,feature_family,feature_set,text_feature_column,uses_commit_text,artifact_schema_version,artifact_stage,artifact_created_at,artifact_group_key,artifact_id,source_results_table,source_file,random_seed,test_size,stratified_split,configured_models,configured_metrics,num_train_rows,num_val_rows,num_test_rows,num_features,train_num_clean,train_num_defective,test_num_clean,test_num_defective,train_label_distribution,test_label_distribution,selected_metrics,missing_metrics,dropped_all_nan_metrics,decision_threshold,threshold_precision_floor,threshold_constraint_met,threshold_selection_metric,threshold_selection_strategy,threshold_val_precision,threshold_val_recall,threshold_val_f1,threshold_val_auc,cv_folds,cv_mean_precision,cv_std_precision,cv_mean_recall,cv_std_recall,cv_mean_f1,cv_std_f1,cv_mean_auc,cv_std_auc,selection_data_source,test_metrics_report_only,train_accuracy,train_precision,train_recall,train_f1,train_auc,val_accuracy,val_precision,val_recall,val_f1,val_auc,accuracy,precision,recall,f1,auc,gap_train_test_accuracy,gap_train_test_precision,gap_train_test_recall,gap_train_test_f1,gap_train_test_auc,gap_train_val_accuracy,gap_train_val_precision,gap_train_val_recall,gap_train_val_f1,gap_train_val_auc,model_path,metrics_num_features,tfidf_num_features,tfidf_vocabulary_size,has_commit_text,threshold_strategy_requested,split_manifest_path,split_manifest_hash,split_mode,val_size,use_saved_splits,feature_mode,training_mode,candidate_index,val_num_clean,val_num_defective,params_json,selection_strategy,selection_metric,rank_within_dataset
pc1,rf,metrics_only,metrics_only,,False,paper-v1,training,,pc1::rf,pc1::rf::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\experiments\pc1_experiment.parquet,42,0.2,,"rf,xgb,lgbm","loc,v(g),ev(g),iv(g),branchCount",776,110,223,5,,,,,,,"loc,v(g),ev(g),iv(g),branchCount",,,0.6675804524894946,0.3,True,val_recall,max_recall_with_precision_floor,0.4,0.25,0.3076923076923077,0.7677696078431372,,,,,,,,,,validation,True,0.9355670103092784,0.5416666666666666,0.4814814814814814,0.5098039215686274,0.9503949933312814,0.9181818181818182,0.4,0.25,0.3076923076923077,0.7677696078431372,0.8878923766816144,0.1875,0.2,0.1935483870967742,0.7512820512820513,0.047674633627664,0.3541666666666666,0.2814814814814814,0.3162555344718532,0.1991129420492301,0.0173851921274601,0.1416666666666666,0.2314814814814814,0.2021116138763197,0.1826253854881442,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics\rf_pc1.joblib,5.0,0.0,0.0,False,recall_with_precision_floor,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\pc1\manifest.json,76781b4ddef3908e2d7b9e8539281437866dcd75d664d756c25dba7a62d92adc,saved_split,0.1,True,metrics_only,baseline,,,,,,,5
pc1,lgbm,metrics_only,metrics_only,,False,paper-v1,tuned_best_table,2026-06-27T05:31:34,pc1::lgbm,pc1::lgbm::tuned_best_table,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\pc1_clean.parquet,42,,,,,776,110,223,5,722.0,54.0,208.0,15.0,,,"loc,v(g),ev(g),iv(g),branchCount",,,0.8672812110210715,0.3,True,val_recall,max_recall_with_precision_floor,1.0,0.125,0.2222222222222222,0.7518382352941176,5.0,0.1321455382642653,0.0297906644448902,0.4981818181818181,0.116477217294887,0.2080600666189686,0.0456885219071115,0.7051235632183908,0.08025409053615,validation_threshold,True,0.9381443298969072,0.75,0.1666666666666666,0.2727272727272727,0.8912101159331076,0.9363636363636364,1.0,0.125,0.2222222222222222,0.7518382352941176,0.9192825112107624,0.2857142857142857,0.1333333333333333,0.1818181818181818,0.7801282051282051,0.0188618186861448,0.4642857142857143,0.0333333333333333,0.0909090909090908,0.1110819108049024,0.0017806935332708,-0.25,0.0416666666666666,0.0505050505050505,0.1393718806389899,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\pc1\lgbm_candidate1.joblib,,,,,recall_with_precision_floor,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\pc1\manifest.json,,saved_split,,,,tuned,1.0,102.0,8.0,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 120, ""num_leaves"": 7, ""reg_lambda"": 4.0, ""subsample"": 0.8}",best_validation_threshold_candidate_cv_tiebreak,val_recall_then_val_f1_precision_floor_0.30,6
qt,xgb,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,training,,qt::xgb,qt::xgb::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\qt_clean.parquet,42,0.2,True,,"la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",20819,2314,2571,1022,19341.0,1478.0,2388.0,183.0,"0:19341,1:1478","0:2388,1:183","la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",,,0.6115847826004028,0.3,True,val_recall,max_recall_with_precision_floor,0.300561797752809,0.6524390243902439,0.4115384615384615,0.8585677821894498,,,,,,,,,,validation,True,0.8788126230846822,0.3403605255117629,0.7537212449255751,0.4689539044411703,0.9180163134412868,0.867761452031115,0.300561797752809,0.6524390243902439,0.4115384615384615,0.8585677821894498,0.8537534033450019,0.2556962025316455,0.5519125683060109,0.3494809688581315,0.8184181380490796,0.0250592197396802,0.0846643229801173,0.2018086766195642,0.1194729355830387,0.0995981753922072,0.0110511710535672,0.0397987277589539,0.1012822205353312,0.0574154429027087,0.059448531251837,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_qt.joblib,22.0,1000.0,1000.0,True,recall_with_precision_floor,,,jitline_native_split,0.1,,metrics+tfidf,hybrid_tfidf,,,,,,,1
qt,lgbm,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,training,,qt::lgbm,qt::lgbm::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\qt_clean.parquet,42,0.2,True,,"la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",20819,2314,2571,1022,19341.0,1478.0,2388.0,183.0,"0:19341,1:1478","0:2388,1:183","la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",,,0.6088471512155769,0.3,True,val_recall,max_recall_with_precision_floor,0.3008849557522124,0.6219512195121951,0.4055666003976143,0.8665825297787861,,,,,,,,,,validation,True,0.8971612469378932,0.3926837164130786,0.8207036535859269,0.5312021020363477,0.9463028018122718,0.8707865168539326,0.3008849557522124,0.6219512195121951,0.4055666003976143,0.8665825297787861,0.8654220147802412,0.2729805013927576,0.5355191256830601,0.3616236162361623,0.823958133106333,0.031739232157652,0.119703215020321,0.2851845279028667,0.1695784858001853,0.1223446687059387,0.0263747300839606,0.0917987606608662,0.1987524340737317,0.1256355016387333,0.0797202720334856,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\lgbm_qt.joblib,22.0,1000.0,1000.0,True,recall_with_precision_floor,,,jitline_native_split,0.1,,metrics+tfidf,hybrid_tfidf,,,,,,,2
qt,rf,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,training,,qt::rf,qt::rf::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\qt_clean.parquet,42,0.2,True,,"la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",20819,2314,2571,1022,19341.0,1478.0,2388.0,183.0,"0:19341,1:1478","0:2388,1:183","la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",,,0.5619021614795279,0.3,True,val_recall,max_recall_with_precision_floor,0.3,0.5487804878048781,0.3879310344827586,0.8178020419739082,,,,,,,,,,validation,True,0.9022527498919256,0.390912651782217,0.6752368064952639,0.4951624906970975,0.9085516622508684,0.8768366464995678,0.2976588628762542,0.5426829268292683,0.3844492440604751,0.8178020419739082,0.8728121353558926,0.2517241379310345,0.3989071038251366,0.3086680761099366,0.7871072118333013,0.0294406145360329,0.1391885138511825,0.2763297026701272,0.1864944145871609,0.1214444504175671,0.0254161033923577,0.0932537889059628,0.1325538796659955,0.1107132466366223,0.0907496202769603,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\rf_qt.joblib,22.0,1000.0,1000.0,True,recall_with_precision_floor,,,jitline_native_split,0.1,,metrics+tfidf,hybrid_tfidf,,,,,,,3
qt,xgb,metrics_only,metrics_only,,False,paper-v1,training,,qt::xgb,qt::xgb::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\qt_clean.parquet,42,0.2,,"rf,xgb,lgbm","la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",20819,2314,2571,22,,,,,,,"la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",,,0.7133405208587646,0.3,True,val_recall,max_recall_with_precision_floor,0.3125,0.4878048780487805,0.3809523809523809,0.8212081678956324,,,,,,,,,,validation,True,0.8991306018540756,0.3652512998266898,0.5703653585926928,0.4453248811410459,0.8904433037461207,0.8876404494382022,0.3125,0.4878048780487805,0.3809523809523809,0.8212081678956324,0.8872034227926877,0.285140562248996,0.3879781420765027,0.3287037037037037,0.8037134671536187,0.0119271790613878,0.0801107375776938,0.18238721651619,0.1166211774373422,0.086729836592502,0.0114901524158733,0.0527512998266898,0.0825604805439123,0.064372500188665,0.0692351358504882,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics\xgb_qt.joblib,22.0,0.0,0.0,False,recall_with_precision_floor,.,,jitline_native_split,0.1,False,metrics_only,baseline,,,,,,,4
qt,xgb,metrics_only,metrics_only,,False,paper-v1,tuned_best_table,2026-06-27T05:31:34,qt::xgb,qt::xgb::tuned_best_table,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\qt_clean.parquet,42,,,,,20819,2314,2571,22,19341.0,1478.0,2388.0,183.0,,,"la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",,,0.7250896692276001,0.3,True,val_recall,max_recall_with_precision_floor,0.3008130081300813,0.4512195121951219,0.3609756097560975,0.8090243902439024,5.0,0.2034880540883346,0.0036498505376806,0.7448992212551534,0.0183532232807928,0.3196120772278399,0.0050729682107947,0.8406942735368649,0.0082501834148351,validation_threshold,True,0.8964887842835871,0.3460663938153706,0.5148849797023004,0.4139243948871362,0.8604182194373623,0.8867761452031115,0.3008130081300813,0.4512195121951219,0.3609756097560975,0.8090243902439024,0.8883702839362115,0.2719298245614035,0.3387978142076502,0.3017031630170316,0.7937970819489066,0.0081185003473756,0.0741365692539671,0.1760871654946501,0.1122212318701045,0.0666211374884556,0.0097126390804755,0.0452533856852893,0.0636654675071784,0.0529487851310386,0.0513938291934599,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\qt\xgb_candidate1.joblib,,,,,recall_with_precision_floor,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\qt\manifest.json,,jitline_native_split,,,,tuned,1.0,2150.0,164.0,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 2, ""min_child_weight"": 3, ""n_estimators"": 200, ""reg_lambda"": 2.0, ""subsample"": 0.8}",best_validation_threshold_candidate_cv_tiebreak,val_recall_then_val_f1_precision_floor_0.30,5
qt,lgbm,metrics_only,metrics_only,,False,paper-v1,tuned_best_table,2026-06-27T05:31:34,qt::lgbm,qt::lgbm::tuned_best_table,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\qt_clean.parquet,42,,,,,20819,2314,2571,22,19341.0,1478.0,2388.0,183.0,,,"la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",,,0.7404095824557863,0.3,True,val_recall,max_recall_with_precision_floor,0.3080357142857143,0.4207317073170731,0.3556701030927835,0.8221213840045378,5.0,0.2243766147161719,0.0078849371445075,0.7090609253321117,0.0101731674075286,0.3407804741756052,0.0088652512041305,0.8404684729939701,0.005987301283443,validation_threshold,True,0.9144531437629088,0.4225855901890649,0.5595399188092016,0.4815138282387191,0.911394312698126,0.891961970613656,0.3080357142857143,0.4207317073170731,0.3556701030927835,0.8221213840045378,0.897705173084403,0.3058252427184466,0.3442622950819672,0.3239074550128534,0.8030361278157637,0.0167479706785058,0.1167603474706183,0.2152776237272344,0.1576063732258656,0.1083581848823621,0.0224911731492528,0.1145498759033505,0.1388082114921284,0.1258437251459355,0.089272928693588,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\qt\lgbm_candidate3.joblib,,,,,recall_with_precision_floor,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\qt\manifest.json,,jitline_native_split,,,,tuned,3.0,2150.0,164.0,"{""colsample_bytree"": 0.75, ""learning_rate"": 0.03, ""max_depth"": 5, ""min_child_samples"": 30, ""n_estimators"": 300, ""num_leaves"": 15, ""reg_lambda"": 4.0, ""subsample"": 0.75}",best_validation_threshold_candidate_cv_tiebreak,val_recall_then_val_f1_precision_floor_0.30,6
qt,lgbm,metrics_only,metrics_only,,False,paper-v1,training,,qt::lgbm,qt::lgbm::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\qt_clean.parquet,42,0.2,,"rf,xgb,lgbm","la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",20819,2314,2571,22,,,,,,,"la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",,,0.7288581240549079,0.3,True,val_recall,max_recall_with_precision_floor,0.3049327354260089,0.4146341463414634,0.3514211886304909,0.8223057288712421,,,,,,,,,,validation,True,0.9171910274268696,0.4397058823529411,0.6069012178619756,0.5099488345650938,0.9277537905096056,0.8915298184961107,0.3049327354260089,0.4146341463414634,0.3514211886304909,0.8223057288712421,0.897705173084403,0.3198198198198198,0.3879781420765027,0.3506172839506173,0.799905721686758,0.0194858543424666,0.1198860625331213,0.2189230757854728,0.1593315506144764,0.1278480688228475,0.0256612089307589,0.1347731469269322,0.1922670715205122,0.1585276459346028,0.1054480616383634,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics\lgbm_qt.joblib,22.0,0.0,0.0,False,recall_with_precision_floor,.,,jitline_native_split,0.1,False,metrics_only,baseline,,,,,,,7
qt,rf,metrics_only,metrics_only,,False,paper-v1,tuned_best_table,2026-06-27T05:31:34,qt::rf,qt::rf::tuned_best_table,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\qt_clean.parquet,42,,,,,20819,2314,2571,22,19341.0,1478.0,2388.0,183.0,,,"la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",,,0.619177128353879,0.3,True,val_recall,max_recall_with_precision_floor,0.3073394495412844,0.4085365853658536,0.3507853403141361,0.8139988655700511,5.0,0.2979944761105686,0.011790886238767,0.5608749427393496,0.0187387822565337,0.3890451104460902,0.0122672588069448,0.8349612817761336,0.0110385351240221,validation_threshold,True,0.9271338681012536,0.4901365705614567,0.6556156968876861,0.5609261939218524,0.9477040822573346,0.8928262748487468,0.3073394495412844,0.4085365853658536,0.3507853403141361,0.8139988655700511,0.8953714507973551,0.2912621359223301,0.3278688524590163,0.3084832904884318,0.7924572772789267,0.0317624173038985,0.1988744346391266,0.3277468444286697,0.2524429034334205,0.1552468049784079,0.0343075932525068,0.1827971210201723,0.2470791115218324,0.2101408536077162,0.1337052166872835,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\qt\rf_candidate3.joblib,,,,,recall_with_precision_floor,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\qt\manifest.json,,jitline_native_split,,,,tuned,3.0,2150.0,164.0,"{""max_depth"": 10, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 12, ""n_estimators"": 350}",best_validation_threshold_candidate_cv_tiebreak,val_recall_then_val_f1_precision_floor_0.30,8
qt,rf,metrics_only,metrics_only,,False,paper-v1,training,,qt::rf,qt::rf::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\qt_clean.parquet,42,0.2,,"rf,xgb,lgbm","la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",20819,2314,2571,22,,,,,,,"la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",,,0.678767734546095,0.3,True,val_recall,max_recall_with_precision_floor,0.3034825870646766,0.3719512195121951,0.3342465753424657,0.8069880884855358,,,,,,,,,,validation,True,0.9199289110908304,0.4476454293628809,0.5466847090663058,0.4922327139811148,0.915102596732848,0.8949870354364736,0.3034825870646766,0.3719512195121951,0.3342465753424657,0.8069880884855358,0.8988720342279268,0.3025641025641025,0.3224043715846995,0.3121693121693121,0.7895671435501734,0.0210568768629036,0.1450813267987783,0.2242803374816063,0.1800634018118027,0.1255354531826745,0.0249418756543569,0.1441628422982042,0.1747334895541107,0.157986138638649,0.1081145082473121,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics\rf_qt.joblib,22.0,0.0,0.0,False,recall_with_precision_floor,.,,jitline_native_split,0.1,False,metrics_only,baseline,,,,,,,9
